Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (Mb)
155.943,1,58.4,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
156.21,1,58.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
156.99,1,57.9,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
156.177,1,59.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
156.255,1,57.4,37.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
156.334,1,58.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.1,5.7
156.411,1,58.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.1,5.7
156.489,1,58.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.0,5.7
156.567,1,59.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.0,5.7
156.645,1,59.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
156.723,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.5,5.7
156.800,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.9,5.6
156.878,1,58.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.4,5.6
156.956,1,58.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
157.34,1,57.9,31.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
157.111,1,58.4,30.3%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
157.208,1,58.4,30.2%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
157.322,1,57.9,26.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
157.406,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
157.484,1,58.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
157.562,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
157.640,1,58.9,24.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
157.719,1,59.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
157.796,1,59.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
157.874,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
157.952,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
158.30,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
158.107,1,58.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
158.184,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
158.262,1,58.9,26.7%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
158.339,1,59.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
158.416,1,57.9,30.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
158.494,1,57.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
158.573,1,57.9,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
158.650,1,58.9,24.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.0,5.7
158.728,1,57.9,29.0%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
158.827,1,57.4,28.9%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
158.938,1,58.4,30.4%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
159.60,1,57.9,29.2%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7450.6,5.7
159.175,1,58.4,33.3%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7450.6,5.7
159.278,1,58.4,26.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
159.356,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
159.433,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.1,5.7
159.510,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.1,5.7
159.589,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
159.667,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.4,5.7
159.744,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
159.822,1,57.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.0,5.7
159.901,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.8,5.7
159.985,1,58.9,28.6%,50000,1000265600,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
160.108,1,57.9,32.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
160.206,1,57.4,25.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
160.284,1,58.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
160.361,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.8,5.7
160.439,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.3,5.6
160.516,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.9,5.6
160.593,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.9,5.6
160.670,1,57.4,24.1%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7453.2,5.6
160.749,1,58.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.6,5.6
160.826,1,57.4,29.0%,50000,1800457088,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7454.4,5.6
160.921,1,57.4,25.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.6,5.6
161.22,1,58.4,30.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.1,5.6
161.99,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
161.176,1,58.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.4,5.6
161.254,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.5,5.6
161.332,1,58.4,32.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.2,5.6
161.410,1,58.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.8,5.6
161.487,1,58.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.1,5.6
161.564,1,59.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.5,5.6
161.642,1,57.9,29.0%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7457.9,5.6
161.741,1,58.4,28.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.9,5.6
161.837,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.9,5.6
161.914,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
161.991,1,58.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
162.68,1,59.4,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.3,5.6
162.146,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.0,5.6
162.223,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.8,5.6
162.301,1,57.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.3,5.6
162.378,1,57.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7460.1,5.5
162.456,1,58.9,26.7%,50000,1000265600,299755360,0.8500,1.1000,1.1000,1.1000,7898.4,7460.9,5.5
162.559,1,57.4,31.4%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7460.9,5.5
162.685,1,56.9,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7461.3,5.5
162.765,1,59.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7461.4,5.5
162.842,1,58.9,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7461.2,5.5
162.920,1,58.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7461.9,5.5
162.997,1,57.9,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7462.9,5.5
163.75,1,58.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7462.8,5.5
163.152,1,58.4,30.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7460.6,5.5
163.230,1,58.4,23.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.6,5.6
163.307,1,58.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.4,5.6
163.384,1,57.9,31.4%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7454.7,5.6
163.492,1,57.9,25.6%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7453.0,5.6
163.573,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.0,5.7
163.650,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
163.727,1,58.4,29.0%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.1,5.7
163.805,1,57.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
163.882,1,58.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
163.959,1,57.9,31.2%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
164.36,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
164.114,1,58.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
164.192,1,57.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
164.269,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
164.346,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
164.424,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
164.501,1,58.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
164.579,1,57.9,30.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
164.657,1,59.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
164.734,1,58.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
164.811,1,57.9,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
164.889,1,58.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
164.966,1,59.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
165.44,1,58.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
165.122,1,58.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
165.200,1,58.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
165.277,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.8,5.7
165.355,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
165.433,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.0,5.6
165.511,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.4,5.6
165.589,1,58.9,29.0%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7455.7,5.6
165.693,1,57.4,32.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
165.787,1,58.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
165.866,1,58.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.5,5.6
165.943,1,58.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
166.21,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.1,5.7
166.99,1,58.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.5,5.6
166.176,1,58.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
166.254,1,58.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
166.331,1,58.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.4,5.7
166.409,1,59.4,30.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7449.7,5.7
166.506,1,58.9,26.2%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7449.1,5.7
166.614,1,57.9,31.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
166.702,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
166.779,1,57.9,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
166.857,1,58.4,29.0%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
166.934,1,58.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
167.12,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
167.90,1,58.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
167.167,1,58.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
167.244,1,58.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
167.322,1,58.9,30.3%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
167.423,1,58.4,29.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
167.513,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
167.590,1,58.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
167.667,1,57.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
167.745,1,57.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
167.822,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
167.901,1,58.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
167.978,1,58.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
168.56,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.0,5.7
168.134,1,58.4,30.3%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7452.1,5.6
168.236,1,58.9,35.3%,50000,1000265600,299755360,0.8500,1.1000,1.1000,1.1000,7898.4,7455.0,5.6
168.360,1,57.4,32.7%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7456.1,5.6
168.473,1,57.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
168.550,1,58.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.0,5.6
168.627,1,58.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.1,5.6
168.705,1,57.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.8,5.7
168.783,1,58.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.5,5.7
168.861,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.6,5.7
168.939,1,58.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
169.17,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
169.94,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
169.172,1,58.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
169.249,1,59.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
169.327,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
169.404,1,58.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
169.482,1,58.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
169.560,1,58.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
169.638,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
169.716,1,58.4,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
169.796,1,58.4,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
169.874,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
169.952,1,58.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
170.30,1,58.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
170.107,1,58.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
170.185,1,58.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
170.263,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
170.341,1,58.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
170.419,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
170.496,1,58.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
170.573,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
170.652,1,58.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
170.730,1,58.9,21.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
170.807,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
170.886,1,58.9,32.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
170.964,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
171.42,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.3,5.7
171.120,1,59.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
171.197,1,58.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
171.274,1,58.4,31.4%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
171.377,1,58.4,29.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.2,5.7
171.459,1,57.9,35.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
171.536,1,58.4,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.3,5.7
171.614,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
171.691,1,58.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
171.769,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
171.847,1,59.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
171.925,1,58.9,35.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
172.3,1,58.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
172.81,1,58.4,23.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
172.179,1,57.9,27.9%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
172.288,1,58.4,27.9%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
172.402,1,57.9,25.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
172.483,1,58.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
172.560,1,58.9,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.3,5.6
172.637,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.4,5.6
172.714,1,58.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
172.791,1,59.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
172.869,1,57.9,32.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.6,5.7
172.947,1,59.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
173.24,1,57.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
173.101,1,58.4,32.4%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7450.1,5.7
173.199,1,58.4,27.9%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7449.4,5.7
173.313,1,57.9,28.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
173.393,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
173.471,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
173.548,1,58.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
173.626,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
173.704,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
173.782,1,58.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
173.859,1,59.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
173.937,1,58.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
174.14,1,58.9,28.1%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
174.114,1,57.9,28.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
174.198,1,57.9,20.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
174.275,1,57.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
174.353,1,58.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
174.431,1,57.9,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
